1 ^ Dòminus illuminázio mea et sàlüs mea~; ¿~quem timébo~? Dòminus protéctor vitae meae~; ¿~a quo trepidábo~? 
2 ^ Dum apprópiant super me nočèntes, ut edant càrnes meas, qui trìbulant me et inimíci mei, ìpsi infirmáti sunt et caduérunt. 
3 ^ Si consìstant advèrsum me castra, non timébit cor meum. Si exsùrgat advèrsum me práelium, in hoc ego sperábo. 
4 ^ Unam petívi a Dòmino, hanc requírem, ut inhábitem in domu Dòmini òmnibus diébus vitae meae~; ut vìdeam voluptátem Dòmini, et vísitem templum ejus. 
5 ^ Quóniam abscòndit me in tabernáculo suo~; in die malórum protéxit me in abscòndito tabernáculi sui. 
6 ^ In pètra exaltávit me, et nunc exaltávit caput meum super inimícos meos. Čircumívi, et immolávi in tabernáculo ejus hóstiam vočiferațiónis~; cantábo et psalmum dicem Dòmino. 
7 ^ Exáudi, Dòmine, vočem meam, qua clamávi ad te~; miserére mei, et exáudi me. 
8 ^ Tìbi dixit cor meum~; exquisívit te fàčies mea. Fáčiem tuam, Dòmine, requírem. 
9 ^ Ne avèrtas fàčiem tuam a me~; ne declínes in ira a servo tuo. Adjútor meus èsto~; ne derelìnquas me, nèque despìčias me, Deus salutáris meus. 
10 ^ Quóniam pàter meus et mater mea dereliquérunt me~; Dòminus autem assúmpsit me. 
11 ^ Leǧem pone mìhi, Dòmine, in via tua, et dírige me in sémitam rectam pròpter inimícos meos. 
12 ^ Ne tradìderis me in ànimas tribulàntium me, quóniam insurrexérunt in me tèstes iníqui, et mentíta est iníquitas sìbi. 
13 ^ Credo vidére bona Dòmini in terra vivèntium. 
14 ^ Exspècta Dòminum~; viríliter age, et confortétur cor tuum, et sùstine Dòminum. 
