1 ^ Confitémini Dòmino, quóniam bonus, quóniam in sáeculum mizericórdia ejus. 
2 ^ Dicant qui redèmpti sunt a Dòmino, quos redémit de mànu inimíci, 
3 ^ De reġiónibus congregávit eos, a solis ortu et occásu, et ab aquilóne et mari. 
4 ^ Erravérunt in solitúdine, in inaquóso~; viam çivitátis habitáculi non invenérunt. 
5 ^ Esurièntes et sitièntes~; ànima eórum in ìpsïs deféċit. 
6 ^ Et clamavérunt ad Dòminum quum tribularèntur, et de neċessitátibus eórum erìpuit eos. 
7 ^ Et dedúxit eos in viam rectam, ut irent in çivitátem habitaçiónis. 
8 ^ Confiteàntur Dòmino mizericórdiae ejus, et mirabìlia ejus fíliïs hòminum, 
9 ^ quia satiávit ànimam inánem, et ànimam esurièntem satiávit bonïs. 
10 ^ Sedèntes in tènebrïs et ùmbra mortis~; vinctos in mendiċitáte et ferro, 
11 ^ quia exaċerbavérunt elóquia Dei, et consìlium Altìssimi irritavérunt, 
12 ^ et humiliátum est in labóribus cor eórum~; infirmáti sunt, nec fuit qui adjuváret. 
13 ^ Et clamavérunt ad Dòminum quum tribularèntur, et de neċessitátibus eórum liberávit eos. 
14 ^ Et edúxit eos de tènebrïs et ùmbra mortis, et vìncula eórum dirúpit. 
15 ^ Confiteàntur Dòmino mizericórdiae ejus, et mirabìlia ejus fíliïs hòminum. 
16 ^ Quia contrívit portas áereas, et vèctes fèrreos confrégit. 
17 ^ Susċépit eos de via iniquitátis eórum~; pròpter injustìçias ènim suas humiliáti sunt. 
18 ^ Omnem escam abomináta est ànima eórum, et appropinquavérunt usque ad portas mortis. 
19 ^ Et clamavérunt ad Dòminum quum tribularèntur, et de neċessitátibus eórum liberávit eos. 
20 ^ misit vèrbum suum, et sanávit eos, et erìpuit eos de interiçiónibus eórum. 
21 ^ Confiteàntur Dòmino mizericórdiae ejus, et mirabìlia ejus fíliïs hòminum. 
22 ^ Et sacrìficent sacrifìċium laudis, et adnúnçient ópera ejus in exsultaçióne. 
23 ^ Qui desċèndunt mare in návibus, faċièntes operaçiónem in aquïs mùltïs, 
24 ^ ìpsi vïdérunt ópera Dòmini, et mirabìlia ejus in profùndo. 
25 ^ Dixit, et stètit spíritus proċèllae, et exaltáti sunt fluctüs ejus. 
26 ^ Asċèndunt usque ad ċaelos, et desċèndunt usque ad abỳssos~; ànima eórum in malïs tabescébat. 
27 ^ Turbáti sunt, et moti sunt sicut ébrius, et òmnis sapiènçia eórum devoráta est. 
28 ^ Et clamavérunt ad Dòminum quum tribularèntur, et de neċessitátibus eórum edúxit eos. 
29 ^ Et statúvit proċèllam ejus in auram, et siluérunt fluctüs ejus. 
30 ^ Et laetáti sunt quia siluérunt, et dedúxit eos in portum voluntátis eórum. 
31 ^ Confiteàntur Dòmino mizericórdiae ejus, et mirabìlia ejus fíliïs hòminum. 
32 ^ Exaltent eum in ecclésia plebis, et in cathédra seniórum laudent eum. 
33 ^ Pósuit flúmina in desèrtum et èxitüs aquárum in sìtim, 
34 ^ Terram fructìferam in salsúginem, a malìçia inhabitàntium in ea. 
35 ^ Pósuit desèrtum in stagna aquárum, et terram sine aqua in èxitüs aquárum. 
36 ^ Et collocávit illic esurièntes, et constituvérunt çivitátem habitaçiónis. 
37 ^ Et seminavérunt agros, et plantavérunt víneas, et feċérunt fructum nativitátis. 
38 ^ Et benedíxit eïs, et multiplicáti sunt nìmis, et jumènta eórum non minorávit. 
39 ^ Et pauci fàcti sunt, et vexáti sunt a tribulaçióne malórum et dolóre. 
40 ^ Effúsa est contèmpçio super prínċipes, et erráre feċit eos in ìnvio, et non in via. 
41 ^ Et adjúvit páuperem de inòpia, et pósuit sicut oves famìlias. 
42 ^ Vidébunt recti, et laetabùntur, et òmnis iníquitas oppilábit os suum. 
43 ^ ¿~Quìs sápiens, et custódiet haec, et intèlleget mizericórdias Dòmini~? 
