1 ^ Noli aĕmulári in malignántibus, nèqụe zeláveris facièntes iniqụitátem. ^ Be not emulous of evildoers, nor envy them that work iniquity.
2 ^ Qụóniam tamqụam foĕnum velóciter aréscent, et qụemádmodum ólera herbárum cìto décadent. ^ For they shall shortly wither away as grass, and as the green herbs shall quickly fall.
3 ^ Spera in Dòmino, et fac bonitátem, et inhábita terram, et pascéris in divìtiîs ejus. ^ Trust in the Lord, and do good, and dwell in the land, and thou shalt be fed with its riches.
4 ^ Delectáre in Dòmino, et dabit tìbi petițiónes cordis tui. ^ Delight in the Lord, and he will give thee the requests of thy heart.
5 ^ Revéla Dòmino viam tuam, et spéra in eo, et ìpse fáçiet. ^ Commit thy way to the Lord, and trust in him, and he will do it.
6 ^ Et edúcet qụasi lumen justìțiam tuam, et judìcium tuum tamqụam merídiem. ^ And he will bring forth thy justice as the light, and thy judgment as the noonday.
7 ^ Sùbditus èsto Dòmino, et ora eum~; noli aĕmulári in eo qụi prosperátur in via sua~; in hòmine faciènte injustìțias. ^ Be subject to the Lord, and pray to him~; envy not the man who prospereth in his way~; the man who doth unjust things.
8 ^ Désine ab ira, et derelìnqụe furórem~; noli aĕmulári ut malignéris. ^ Cease from anger, and leave rage~; have no emulation to do evil.
9 ^ Qụóniam qụi malignántur exterminabùntur~; sustinèntes aŭtem Dòminum, ìpsi hereditábunt terram. ^ For evildoers shall be cut off~; but they that wait upon the Lord, they shall inherit the land.
10 ^ Et adhûc pusìllum et non èrit peccátor, et qụaĕres locum ejus, et non invènies. ^ For yet a little while and the wicked shall not be, and thou shalt seek his place, and shalt not find it.
11 ^ Mansuéti aŭtem hereditábunt terram, et delectabùntur in multitúdine pacis. ^ But the meek shall inherit the land, and shall delight in abundance of peace.
12 ^ Observábit peccátor justum, et stridébit super eum dèntibus suîs. ^ The sinner shall watch the just man, and shall gnash upon him with his teeth.
13 ^ Dòminus aŭtem irridébit eum, qụóniam próspicit qụod vèniet dies ejus. ^ But the Lord shall laugh at him, for he foreseeth that his day shall come.
14 ^ Gládium evaģinavérunt peccatóres~; intendérunt arcum suum, ut dejìciant páŭperem et ìnopem, ut trucáĕdent rectos corde. ^ The wicked have drawn out the sword~; they have bent their bow, to cast down the poor and needy, to kill the upright of heart.
