1 ^ Confitémini Dòmino quóniam bonus, quóniam in aetèrnum mizericórdia ejus. 
2 ^ Confitémini Deo deórum, quóniam in aetèrnum mizericórdia ejus. 
3 ^ Confitémini Dòmino dominórum, quóniam in aetèrnum mizericórdia ejus. 
4 ^ Qui fàċit mirabìlia magna solus, quóniam in aetèrnum mizericórdia ejus. 
5 ^ Qui feċit ċaelos in intelléctu, quóniam in aetèrnum mizericórdia ejus. 
6 ^ Qui firmávit terram super aquas, quóniam in aetèrnum mizericórdia ejus. 
7 ^ Qui feċit luminária magna, quóniam in aetèrnum mizericórdia ejus. 
8 ^ Solem in authoritátem diéi, quóniam in aetèrnum mizericórdia ejus. 
9 ^ Lunam et stellas in authoritátem nòctis, quóniam in aetèrnum mizericórdia ejus. 
10 ^ Qui percùssit Aeġỳptum cum primoġènitïs eórum, quóniam in aetèrnum mizericórdia ejus. 
11 ^ Qui edúxit Izrahélem de mèdio eórum, quóniam in aetèrnum mizericórdia ejus. 
12 ^ In mànu potènti, et bráchio exċèlso, quóniam in aetèrnum mizericórdia ejus. 
13 ^ Qui divísit Mare Rubrum in diviziónes, quóniam in aetèrnum mizericórdia ejus. 
14 ^ Et edúxit Izrahélem per mèdium ejus, quóniam in aetèrnum mizericórdia ejus. 
15 ^ Et excùssit Pharaónem, et virtútem ejus in Mari Rubro, quóniam in aetèrnum mizericórdia ejus. 
16 ^ Qui tradúxit pòpulum suum per desèrtum, quóniam in aetèrnum mizericórdia ejus. 
17 ^ Qui percùssit reġes magnos, quóniam in aetèrnum mizericórdia ejus. 
18 ^ Et occáesit reġes fortes, quóniam in aetèrnum mizericórdia ejus. 
19 ^ Sehon reġem Amorraeórum, quóniam in aetèrnum mizericórdia ejus. 
20 ^ Et Ogam reġem Basánis, quóniam in aetèrnum mizericórdia ejus. 
21 ^ Et dèdit terram eórum hereditátem, quóniam in aetèrnum mizericórdia ejus. 
22 ^ Hereditátem Izrahéli servo suo, quóniam in aetèrnum mizericórdia ejus. 
23 ^ Quia in humilitáte nostra mèmor fuit nostri, quóniam in aetèrnum mizericórdia ejus. 
24 ^ Et redémit nos ab inimícïs nostrïs, quóniam in aetèrnum mizericórdia ejus. 
25 ^ Qui dat escam òmni càrni, quóniam in aetèrnum mizericórdia ejus. 
26 ^ Confitémini Deo ċaeli, quóniam in aetèrnum mizericórdia ejus. 
27 ^ Confitémini Dòmino dominórum, quóniam in aetèrnum mizericórdia ejus. 
