1 ^ Confitémini Dòmino, qŭóniam bonus, qŭóniam in sáĕculum misericórdia ejus. ^ Give glory to the Lord, for he is good, for his mercy endureth for ever.
2 ^ Dicant qŭi redèmpti sunt a Dòmino, qŭos redémit de manu inimíci, ^ Let them say so that have been redeemed by the Lord, whom he hath redeemed from the hand of the enemy.
3 ^ De reǧiónibus congregávit eos, a solis ortu et occásu, et ab aqŭilóne et mari. ^ Out of the countries he gathered them, from the rising and from the setting of the sun, from the north and from the sea.
4 ^ Erravérunt in solitúdine, in inaqŭóso~; viam civitátis habitáculi non invenérunt. ^ They wandered in a wilderness, in a place without water~; they found not the way of a city for their habitation.
5 ^ Esurièntes et sițièntes~; ánima eórum in ìpsîs defécit. ^ They were hungry and thirsty~; their soul fainted in them.
6 ^ Et clamavérunt ad Dòminum qŭum tribularèntur, et de necessitátibus eórum erìpuit eos. ^ And they cried to the Lord when in affliction, and he delivered them out of their distresses.
7 ^ Et dedúxit eos in viam rectam, ut irent in civitátem habitațiónis. ^ And he led them into the right way, that they might go to a city of habitation.
8 ^ Confiteántur Dòmino misericórdiaĕ ejus, et mirabìlia ejus fíliîs hòminum, ^ Let the mercies of the Lord give glory to him, and his wonderful works to the children of men,
9 ^ qŭia sațiávit ánimam inánem, et ánimam esurièntem sațiávit bonîs. ^ for he hath satisfied the empty soul, and hath filled the hungry soul with good things.
10 ^ Sedèntes in tènebrîs et ùmbra mortis~; vinctos in mendicitáte et ferro, ^ Those seated in darkness, and in the shadow of death~; bound in want and in iron,
11 ^ qŭia exacerbavérunt elóqŭia Dei, et consìlium Altìssimi irritavérunt, ^ because they had exasperated the words of God, and provoked the counsel of the most High,
12 ^ et humiliátum est in labóribus cor eórum~; infirmáti sunt, nec fuit qŭi adjuváret. ^ and their heart was humbled with labours~; they were weakened, and there was none to help them.
13 ^ Et clamavérunt ad Dòminum qŭum tribularèntur, et de necessitátibus eórum liberávit eos. ^ Then they cried to the Lord when in affliction, and he delivered them out of their distresses.
14 ^ Et edúxit eos de tènebrîs et ùmbra mortis, et vìncula eórum dirúpit. ^ And he brought them out of darkness and the shadow of death, and broke their bonds in sunder.
15 ^ Confiteántur Dòmino misericórdiaĕ ejus, et mirabìlia ejus fíliîs hòminum. ^ Let the mercies of the Lord give glory to him, and his wonderful works to the children of men.
16 ^ Qŭia contrívit portas áĕreas, et vectes fèrreos confréǧit. ^ Because he hath broken gates of brass, and burst iron bars.
17 ^ Suscépit eos de via iniqŭitátis eórum~; pròpter injustìțias ènim suas humiliáti sunt. ^ He took them out of the way of their iniquity~; for they were brought low for their injustices.
18 ^ Omnem escam abomináta est ánima eórum, et appropinqŭavérunt usqŭe ad portas mortis. ^ Their soul abhorred all manner of meat, and they drew nigh even to the gates of death.
19 ^ Et clamavérunt ad Dòminum qŭum tribularèntur, et de necessitátibus eórum liberávit eos. ^ And they cried to the Lord in their affliction, and he delivered them out of their distresses.
20 ^ misit vèrbum suum, et sanávit eos, et erìpuit eos de interițiónibus eórum. ^ He sent his word, and healed them, and delivered them from their destructions.
21 ^ Confiteántur Dòmino misericórdiaĕ ejus, et mirabìlia ejus fíliîs hòminum. ^ Let the mercies of the Lord give glory to him, and his wonderful works to the children of men.
22 ^ Et sacrìficent sacrifìcium laŭdis, et adnúnțient ópera ejus in exsultațióne. ^ And let them sacrifice the sacrifice of praise, and declare his works with joy.
23 ^ Qŭi descèndunt mare in návibus, facièntes operațiónem in aqŭîs mùltîs, ^ They that go down to the sea in ships, doing business in the great waters,
24 ^ ìpsi vîdérunt ópera Dòmini, et mirabìlia ejus in profùndo. ^ these have seen the works of the Lord, and his wonders in the deep.
25 ^ Dixit, et stètit spíritus procèllaĕ, et exaltáti sunt fluctûs ejus. ^ He spoke, and a wind of tempest arose, and the waves thereof were lifted up.
26 ^ Ascèndunt usqŭe ad caĕlos, et descèndunt usqŭe ad abìssos~; ánima eórum in malîs tabescébat. ^ They mount up to the heavens, and they go down to the depths~; their soul pined away with evils.
27 ^ Turbáti sunt, et moti sunt sicut ébrius, et òmnis sapiènția eórum devoráta est. ^ They were troubled, and reeled like a drunken man, and all their wisdom was swallowed up.
28 ^ Et clamavérunt ad Dòminum qŭum tribularèntur, et de necessitátibus eórum edúxit eos. ^ And they cried to the Lord in their affliction, and he brought them out of their distresses.
