2 ^ Salvum me fac, Deus, qŭóniam intravérunt aqŭaĕ usqŭe ad ánimam meam. ^ Save me, O God, for the waters are come in even unto my soul.
3 ^ Infíxus sum in limo profùndi et non est substánția. Vêni in altitúdinem maris, et tempèstas demèrsit me. ^ I stick fast in the mire of the deep and there is no sure standing. I am come into the depth of the sea, and a tempest hath overwhelmed me.
4 ^ Laborávi clamans~; raŭcaĕ factaĕ sunt faŭces meaĕ~; defecérunt òculi mei, dum spero in Deum meum. ^ I have laboured with crying~; my jaws are become hoarse~; my eyes have failed, whilst I hope in my God.
5 ^ Multiplicáti sunt super capìllos cápitis mei qŭi odérunt me gratîs. confortáti sunt qŭi persecúti sunt me inimíci mei injúste~; qŭaĕ non rápui, tunc exsolvébam. ^ They are multiplied above the hairs of my head who hate me without cause. My enemies are grown strong who have wrongfully persecuted me~; then did I pay that which I took not away.
6 ^ Deus, tu scis insapientiam meam, et delìcta mea a te non sunt abscòndita. ^ O God, thou knowest my foolishness, and my offences are not hidden from thee.
7 ^ Non erubéscant in me qŭi expèctant te, Dòmine, Dòmine virtútum. Non confundántur super me qŭi qŭaĕrunt te, Deus Israhélis. ^ Let not them be ashamed who look for thee because of me, O Lord, the Lord of hosts. Let them not be confounded on my account, who seek thee, O God of Israel.
8 ^ Qŭóniam pròpter te sustìnui oppróbrium~; opèruit confúsio fáciem meam. ^ Because for thy sake I have borne reproach~; shame hath covered my face.
9 ^ Extráneus factus sum frátribus meîs, et peregrínus fíliîs matris meaĕ. ^ I am become a stranger to my brethren, and an alien to the sons of my mother.
10 ^ Qŭóniam șelus domûs tuaĕ comédit me, et oppróbria exprobrántium tìbi cecidérunt super me. ^ For the zeal of thy house hath eaten me up, and the reproaches of them that reproached thee are fallen upon me.
11 ^ Et opèrui in jejúnio ánimam meam, et factum est in oppróbrium mìhi. ^ And I covered my soul in fasting, and it was made a reproach to me.
12 ^ Et pósui vestimèntum meum cilìcium, et factus sum illîs in parábolam. ^ And I made haircloth my garment, and I became a byword to them.
13 ^ Advèrsum me loqŭebántur qŭi sědébant in porta, et in me psallébant qŭi bibébant vínum. ^ They that sat in the gate spoke against me, and they that drank wine made me their song.
