1 ^ Exaltábo te, Deus meus rex, et benedícem nómini tuo in sáĕculum, et in sáĕculum sáĕculi. ^ I will extol thee, O God my king, and I will bless thy name for ever, and for ever and ever.
2 ^ Per sìngulos dies benedícem tìbi, et laŭdábo nomen tuum in sáĕculum, et in sáĕculum sáĕculi. ^ Every day will I bless thee, and I will praise thy name for ever, and for ever and ever.
3 ^ Magnus Dòminus, et laŭdábilis nìmis, et magnitúdinis ejus non est finis. ^ Great is the Lord, and greatly to be praised, and of his greatness there is no end.
4 ^ Generáțio et ǧeneráțio laŭdábit ópera tua, et potènțiam tuam pronunțiábunt. ^ Generation and generation shall praise thy works, and they shall declare thy power.
5 ^ Magnificènțiam glóriaĕ sanctitátis tuaĕ loqŭèntur, et mirabìlia tua narrábunt. ^ They shall speak of the magnificence of the glory of thy holiness, and shall tell thy wondrous works.
6 ^ Et virtútem terribìlium tuórum dicent, et magnitúdinem tuam narrábunt. ^ And they shall speak of the might of thy terrible acts, and shall declare thy greatness.
7 ^ Memóriam abundánțiaĕ suavitátis tuaĕ eructábunt, et justìția tua exsultábunt. ^ They shall publish the memory of the abundance of thy sweetness, and shall rejoice in thy justice.
8 ^ Miserátor et misèricors Dòminus~; páțiens, et mùltum misèricors. ^ The Lord is gracious and merciful~; patient, and plenteous in mercy.
9 ^ Suávis Dòminus univèrsîs, et miserațiónes ejus super òmnia ópera ejus. ^ The Lord is sweet to all, and his tender mercies are over all his works.
10 ^ Confiteántur tìbi, Dòmine, òmnia ópera tua, et sancti tui benedícant tìbi. ^ Let all thy works, O Lord, praise thee, and let thy saints bless thee.
11 ^ Glóriam regni tui dicent, et potènțiam tuam loqŭèntur, ^ They shall speak of the glory of thy kingdom, and shall tell of thy power,
12 ^ ut notam fáciant fíliîs hòminum potènțiam tuam, et glóriam magnificènțiaĕ regni tui. ^ to make known to the sons of men thy might, and the glory of the magnificence of thy kingdom.
13 ^ Regnum tuum regnum òmnium saĕculórum, et domináțio tua in òmni ǧenerațióne et ǧenerațiónem. ^ Thy kingdom is a kingdom of all ages, and thy dominion endureth throughout all generations.
14 ^ Fidélis Dòminus in òmnibus vèrbîs suîs, et sanctus in òmnibus opèribus suîs. ^ The Lord is faithful in all his words, and holy in all his works.
15 ^ Állevat Dòminus òmnes qŭi córruunt, et ériǧit òmnes elísos. ^ The Lord lifteth up all that fall, and setteth up all that are cast down.
16 ^ Òculi òmnium in te sperant, Dòmine, et tu das escam illórum in tèmpore opportúno. ^ The eyes of all hope in thee, O Lord, and thou givest them meat in due season.
17 ^ Áperîs tu manum tuam, et imples omne ánimal benedicțióne. ^ Thou openest thy hand, and fillest with blessing every living creature.
18 ^ Justus Dòminus in òmnibus viîs suîs, et sanctus in òmnibus opèribus suîs. ^ The Lord is just in all his ways, and holy in all his works.
19 ^ Prope est Dòminus òmnibus invocántibus eum, òmnibus invocántibus eum in veritáte. ^ The Lord is nigh unto all them that call upon him, to all that call upon him in truth.
20 ^ Voluntátem timèntium se fáciet, et deprecațiónem eórum exáŭdiet, et salvos fáciet eos. ^ He will do the will of them that fear him, and he will hear their prayer, and save them.
21 ^ Custódit Dòminus òmnes diliǧèntes se, et òmnes peccatóres dispèrdet. ^ The Lord keepeth all them that love him, but all the wicked he will destroy.
22 ^ Laŭdațiónem Dòmini loqŭétur os meum, et benedícat òmnis carnis nómini sancto ejus in sáĕculum, et in sáĕculum sáĕculi. ^ My mouth shall speak the praise of the Lord, and let all flesh bless his holy name for ever, and for ever and ever.
