2 ^ Qŭi regis Israhélem, intènde; qŭi dedúcis vèlut ovem Joséfum. Qŭi sèdes super cherubína, manifestáre. ^ O thou that rulest Israel, give ear; thou that leadest Joseph like a sheep. Thou that sittest upon the cherubim, shine forth.
3 ^ Coram Efraíme, Benjamíne, et Manásse èxcita potèntiam tuam, et vèni ut salvos fácias nos. ^ Before Ephraim, Benjamin, and Manasseh stir up thy might, and come to save us.
4 ^ Deus, convèrte nos, et ostènde fáciem tuam, et salvi èrimus. ^ O God, convert us, and show us thy face, and we shall be saved.
5 ^ Dòmine Deus virtútum, ¿~qŭoúsqŭe irásceris super oratiónem sèrvi tui~? ^ O Lord God of hosts, how long wilt thou be angry against the prayer of thy servant~?
6 ^ ¿~Cibábis nos pane lacrimárum, et pótum dabis nobîs in lácrimîs in mensúra~? ^ How long wilt thou feed us with the bread of tears, and give us for our drink tears in measure~?
7 ^ posuìsti nos in contradictiónem vicínîs nostrîs, et inimíci nostri subsannavérunt nos. ^ Thou hast made us to be a contradiction to our neighbours, and our enemies have scoffed at us.
8 ^ Deus virtútum, convèrte nos, et ostènde fáciem tuam, et salvi èrimus. ^ O God of hosts, convert us, and show thy face, and we shall be saved.
9 ^ Víneam de Aegìpto transtulìsti~; ejecìsti gèntes, et plantavìsti eam. ^ Thou hast brought a vineyard out of Egypt~; thou hast cast out the Gentiles and planted it.
10 ^ Dux itìneris fuìsti in conspèctu ejus~; plantavìsti radíces ejus, et implévit terram. ^ Thou wast the guide of its journey in its sight~; thou plantedst the roots thereof, and it filled the land.
11 ^ Opèruit mòntes ùmbra ejus, et arbústa ejus cedros Dei. ^ The shadow of it covered the hills, and the branches thereof the cedars of God.
12 ^ Extèndit pálmites suos usqŭe ad mare, et usqŭe ad flumen propágines ejus. ^ It stretched forth its branches unto the sea, and its boughs unto the river.
13 ^ ¿~Ut qŭid destruxìsti macèriam ejus, et vindémiant eam òmnes qŭi praĕtergrediùntur viam~? ^ Why hast thou broken down the hedge thereof, so that all they who pass by the way do pluck it~?
14 ^ Exterminávit eam aper de silva, et singuláris fèrus depástus est eam. ^ The boar from the wood hath laid it waste, and a singular wild beast hath devoured it.
15 ^ Deus virtútum, convèrtere~; rèspice de caĕlo, et vìde, et vísita víneam ìstam, ^ O God of hosts, be turned back~; look down from heaven, and see, and visit this vineyard,
16 ^ et pèrfice eam qŭam plantávit dèxtera tua, et super fílium hòminis qŭem confirmavìsti tìbi. ^ and perfect the same which thy right hand hath planted, and upon the son of man whom thou hast confirmed for thyself.
17 ^ Incènsa ìgni et suffòssa~; ab increpatióne vùltûs tui períbunt. ^ It is burned with fire and dug up~; at the rebuke of thy countenance they shall perish.
18 ^ Fiat manus tua super vìrum dèxteraĕ tuaĕ, et super fílium hòminis, qŭem confirmavìsti tìbi. ^ Let thy hand be upon the man of thy right hand, and upon the son of man whom thou hast confirmed for thyself.
19 ^ Et non discédimus a te~; vivificábis nos, et nomen tuum invocábimus. ^ And we depart not from thee~; thou shalt quicken us, and we will call upon thy name.
20 ^ Dòmine Deus virtútum, convèrte nos, et ostènde fáciem tuam, et salvi èrimus. ^ O Lord God of hosts, convert us, and show thy face, and we shall be saved.
