1 ^ Noli aemulári in malignàntibus, nèque zeláveris faċièntes iniquitátem. 
2 ^ Quóniam tàmquam foenum velóċiter aréscent, et quemádmodum ólera herbárum cíto déċident. 
3 ^ Spera in Dòmino, et fac bonitátem, et inhábita terram, et pascéris in divìtiïs ejus. 
4 ^ Delectáre in Dòmino, et dabit tìbi petiçiónes cordis tui. 
5 ^ Revéla Dòmino viam tuam, et spéra in eo, et ìpse fàċiet. 
6 ^ Et edúcet quasi lumen justìçiam tuam, et judìċium tuum tàmquam merídiem. 
7 ^ Sùbditus èsto Dòmino, et ora eum~; noli aemulári in eo qui prosperátur in via sua~; in hòmine faċiènte injustìçias. 
8 ^ Désine ab ira, et derelìnque furórem~; noli aemulári ut malignéris. 
9 ^ Quóniam qui malignàntur exterminabùntur~; sustinèntes autem Dòminum, ìpsi hereditábunt terram. 
10 ^ Et adhüc pusìllum et non èrit peccátor, et quaeres locum ejus, et non invènies. 
11 ^ Mansuéti autem hereditábunt terram, et delectabùntur in multitúdine paċis. 
12 ^ Observábit peccátor justum, et stridébit super eum dèntibus suïs. 
13 ^ Dòminus autem irridébit eum, quóniam próspiċit quod vèniet dies ejus. 
14 ^ Glàdium evaġinavérunt peccatóres~; intendérunt arcum suum, ut dejìċiant páuperem et ìnopem, ut trucáedent rectos corde. 
15 ^ Glàdius eórum intret in corda ipsórum, et arcus eórum confringátur. 
16 ^ Mélius est módicum justo, super divìçias peccatórum mùltas. 
17 ^ Quóniam bráchia peccatórum conterèntur~; cónfirmat autem justos Dòminus. 
18 ^ Novit Dòminus dies immaculatórum, et heréditas eórum in aetèrnum èrit. 
19 ^ Non confundèntur in tèmpore màlo, et in diébus famis saturabùntur. 
20 ^ Quia peccatóres períbunt~; inimíci vero Dòmini mox ut honorificáti fúerint et exaltáti, defiċièntes quemádmodum fumus defìċient. 
21 ^ Mutuábitur peccátor, et non solvet~; justus autem miserétur et trìbuet. 
22 ^ Quia benedicèntes ei hereditábunt terram~; maledicèntes autem ei disperíbunt. 
23 ^ Àpud Dòminum gressüs hòminis dirigèntur, et viam ejus volet. 
24 ^ Quum cadúerit, non collidétur, quia Dòminus suppónit mànum suam. 
25 ^ Júnior fui ètenim sénui, et non vïdi justum derelìctum, nec semen ejus quaerens panem. 
26 ^ Tota die miserétur et còmmodat, et semen ìllius in benedicçióne èrit. 
27 ^ Declína a màlo et fac bonum, et inhábita in sáeculum sáeculi. 
28 ^ Quia Dòminus amat judìċium, et non derelìnquet sanctos suos~; in aetèrnum conservabùntur. Injústi punièntur, et semen impiórum períbit. 
29 ^ Justi autem hereditábunt terram, et inhabitábunt in sáeculum sáeculi super eam. 
30 ^ Os justi meditábitur sapiènçiam, et lìngüa ejus loquétur judìċium. 
31 ^ Lex Dei ejus in corde ìpsius, et non supplantabùntur gressüs ejus. 
32 ^ Consíderat peccátor justum, et quaerit mortificáre eum. 
33 ^ Dòminus autem non derelìnquet eum in mànibus ejus, nec damnábit eum quum judicábitur illi. 
34 ^ Exspècta Dòminum et custódi viam ejus, et exaltábit te ut hereditáte cápias terram~; quum períverint peccatóres vidébis. 
35 ^ Vïdi ìmpium superexaltátum, et elevátum sicut cédros Lìbani. 
36 ^ Et transívi, et ecċe non èrat, et quaesívi eum, et non est invèntus locus ejus. 
37 ^ Custódi innoċènçiam, et vìde aequitátem, quóniam sunt relìquiae hòmini paċìfico. 
38 ^ Injústi autem disperíbunt sìmul~; relìquiae impiórum interíbunt. 
39 ^ Salüs autem justórum a Dòmino, et protéctor eórum in tèmpore tribulaçiónis. 
40 ^ Et adjuvábit eos Dòminus, et liberábit eos, et éruet eos a peccatóribus, et salvábit eos, quia speravérunt in eo. 
